entry_time,exit_time,direction,units,entry_price,exit_price,sl,tp,pnl,exit_reason,bars_held
2020-09-08 08:15:00+00:00,2020-09-08 08:45:00+00:00,1,19.0,1929.919462823386,1925.519462823386,1925.519462823386,1938.719462823386,-84.93000000000173,SL,2
2020-09-08 08:45:00+00:00,2020-09-08 09:30:00+00:00,1,17.0,1927.2772786778655,1922.4132786778655,1922.4132786778655,1937.0052786778656,-83.87800000000055,SL,3
2020-09-08 10:00:00+00:00,2020-09-08 13:45:00+00:00,-1,12.0,1919.7274065889997,1906.4754065889997,1926.3534065889996,1906.4754065889997,158.18399999999943,TP,15
2020-09-08 13:45:00+00:00,2020-09-08 14:15:00+00:00,-1,7.000000000000001,1909.1794601887418,1920.9124601887418,1920.9124601887418,1885.7134601887417,-82.62099999999964,SL,2
2020-09-08 15:45:00+00:00,2020-09-09 04:15:00+00:00,1,6.0,1928.5252115601143,1929.8118363854264,1916.1882115601143,1953.1992115601142,7.299748951873044,TIME,50
2020-09-09 08:15:00+00:00,2020-09-09 10:00:00+00:00,1,16.0,1931.7067700141113,1926.5837700141115,1926.5837700141115,1941.9527700141111,-83.08799999999712,SL,7
2020-09-09 11:00:00+00:00,2020-09-09 12:15:00+00:00,-1,14.000000000000002,1922.40844127139,1928.39844127139,1928.39844127139,1910.42844127139,-84.84000000000015,SL,5
2020-09-09 12:15:00+00:00,2020-09-09 12:30:00+00:00,-1,13.0,1926.4522496895936,1933.0022496895936,1933.0022496895936,1913.3522496895935,-86.0599999999994,SL,1
2020-09-09 13:15:00+00:00,2020-09-10 01:45:00+00:00,1,11.0,1939.6656494677923,1946.3144506501078,1932.5046494677922,1953.9876494677924,72.36681300547092,TIME,50
2020-09-10 08:15:00+00:00,2020-09-10 08:30:00+00:00,-1,19.0,1942.9891827270203,1947.3001827270202,1947.3001827270202,1934.3671827270205,-83.23899999999851,SL,1
2020-09-10 10:30:00+00:00,2020-09-10 13:00:00+00:00,1,17.0,1949.2952172345572,1959.023217234557,1944.4312172345572,1959.023217234557,164.18599999999725,TP,10
2020-09-10 13:00:00+00:00,2020-09-10 18:15:00+00:00,1,13.0,1956.1434879211313,1949.8514879211314,1949.8514879211314,1968.7274879211313,-82.70599999999891,SL,21
2020-09-10 18:45:00+00:00,2020-09-11 07:15:00+00:00,-1,11.0,1948.9634460288073,1942.841065663352,1956.6674460288073,1933.5554460288074,66.57618402000752,TIME,50
2020-09-11 09:00:00+00:00,2020-09-11 13:45:00+00:00,1,18.0,1945.33944688028,1954.4154468802801,1940.80144688028,1954.4154468802801,162.1080000000004,TP,19
2020-09-11 13:45:00+00:00,2020-09-11 14:00:00+00:00,1,14.000000000000002,1953.3294285152124,1947.4854285152123,1947.4854285152123,1965.0174285152125,-82.79600000000073,SL,1
2020-09-11 14:00:00+00:00,2020-09-11 16:30:00+00:00,1,13.0,1951.5457179714238,1945.3167179714237,1945.3167179714237,1964.0037179714238,-81.88700000000054,SL,10
2020-09-11 17:30:00+00:00,2020-09-14 01:30:00+00:00,-1,12.0,1940.5569724774978,1947.4499724774978,1947.4499724774978,1926.7709724774977,-83.55600000000035,SL,32
2020-09-14 08:15:00+00:00,2020-09-14 12:15:00+00:00,-1,22.0,1945.8460694751523,1949.6140694751523,1949.6140694751523,1938.3100694751522,-84.43600000000065,SL,16
2020-09-14 13:00:00+00:00,2020-09-15 01:30:00+00:00,1,16.0,1956.105110166674,1956.173213958243,1951.101110166674,1966.113110166674,-0.030339334895979952,TIME,50
2020-09-15 11:15:00+00:00,2020-09-15 13:30:00+00:00,1,17.0,1968.354039041888,1963.466039041888,1963.466039041888,1978.130039041888,-84.28599999999864,SL,9
2020-09-15 14:15:00+00:00,2020-09-16 02:30:00+00:00,-1,11.0,1951.789505063872,1959.126505063872,1959.126505063872,1937.115505063872,-81.47699999999988,SL,49
2020-09-16 08:15:00+00:00,2020-09-16 11:30:00+00:00,1,20.0,1966.9365003957826,1962.8895003957825,1962.8895003957825,1975.0305003957824,-82.34000000000052,SL,13
2020-09-16 11:30:00+00:00,2020-09-16 14:15:00+00:00,1,18.0,1964.5770279045262,1960.1060279045262,1960.1060279045262,1973.5190279045262,-81.73800000000007,SL,11
2020-09-16 19:15:00+00:00,2020-09-17 03:15:00+00:00,-1,9.0,1955.9584001375576,1938.1064001375576,1964.8844001375578,1938.1064001375576,160.0380000000008,TP,32
2020-09-17 10:30:00+00:00,2020-09-17 11:30:00+00:00,-1,16.0,1941.0277518317773,1945.9607518317773,1945.9607518317773,1931.1617518317773,-80.04799999999989,SL,4
2020-09-17 13:30:00+00:00,2020-09-17 14:15:00+00:00,-1,10.0,1937.1690057319142,1944.8950057319144,1944.8950057319144,1921.7170057319142,-77.96000000000113,SL,3
2020-09-17 20:00:00+00:00,2020-09-18 08:30:00+00:00,1,18.0,1948.114531483799,1954.0800593639633,1943.712531483799,1956.918531483799,106.11950184295641,TIME,50
2020-09-18 08:30:00+00:00,2020-09-18 11:45:00+00:00,1,23.0,1954.1180027191215,1950.6380027191215,1950.6380027191215,1961.0780027191215,-81.65000000000042,SL,13
2020-09-18 12:00:00+00:00,2020-09-18 14:30:00+00:00,-1,21.0,1950.6502276709002,1954.3952276709,1954.3952276709,1943.1602276709002,-80.1149999999977,SL,10
2020-09-18 16:45:00+00:00,2020-09-18 18:45:00+00:00,1,12.0,1957.6385966629366,1951.0775966629367,1951.0775966629367,1970.7605966629367,-79.57199999999906,SL,8
2020-09-18 20:00:00+00:00,2020-09-21 01:15:00+00:00,-1,17.0,1950.6727558410732,1955.2937558410733,1955.2937558410733,1941.4307558410733,-79.7470000000016,SL,21
2020-09-21 08:15:00+00:00,2020-09-21 08:30:00+00:00,-1,18.0,1946.7345403675065,1937.9665403675065,1951.1185403675065,1937.9665403675065,156.56400000000053,TP,1
2020-09-21 08:30:00+00:00,2020-09-21 09:30:00+00:00,-1,16.0,1943.6614778750643,1933.9214778750643,1948.5314778750644,1933.9214778750643,154.72000000000014,TP,4
2020-09-21 09:30:00+00:00,2020-09-21 12:30:00+00:00,-1,13.0,1934.9678859065227,1923.0038859065228,1940.9498859065227,1923.0038859065228,154.62199999999925,TP,12
2020-09-21 12:30:00+00:00,2020-09-21 14:15:00+00:00,-1,10.0,1923.5148156219711,1908.366815621971,1931.0888156219712,1908.366815621971,150.7800000000014,TP,7
2020-09-21 14:15:00+00:00,2020-09-21 14:30:00+00:00,-1,7.000000000000001,1910.5906082148676,1889.2846082148676,1921.2436082148677,1889.2846082148676,148.6520000000003,TP,1
2020-09-21 14:30:00+00:00,2020-09-21 15:00:00+00:00,-1,7.000000000000001,1892.2285599059853,1903.6825599059853,1903.6825599059853,1869.3205599059852,-80.66799999999967,SL,2
2020-09-21 15:00:00+00:00,2020-09-21 17:45:00+00:00,-1,6.0,1896.9388959589082,1909.1838959589084,1909.1838959589084,1872.4488959589082,-73.89000000000071,SL,11
2020-09-21 17:45:00+00:00,2020-09-21 19:45:00+00:00,-1,6.0,1908.477233515641,1910.9131051971567,1922.1162335156412,1881.199233515641,-15.035230089093984,SIGNAL_REVERSE,8
2020-09-21 19:45:00+00:00,2020-09-22 06:30:00+00:00,1,9.0,1910.9121170582093,1902.3241170582094,1902.3241170582094,1928.0881170582095,-77.92199999999968,SL,43
2020-09-22 08:15:00+00:00,2020-09-22 12:30:00+00:00,-1,10.0,1901.4039720230385,1909.1959720230384,1909.1959720230384,1885.8199720230384,-78.61999999999917,SL,17
2020-09-22 13:00:00+00:00,2020-09-22 14:00:00+00:00,1,12.0,1912.32975022444,1905.50375022444,1905.50375022444,1925.98175022444,-82.75200000000027,SL,4
2020-09-22 14:00:00+00:00,2020-09-22 15:00:00+00:00,1,10.0,1905.6410340595748,1897.7870340595748,1897.7870340595748,1921.3490340595747,-79.24000000000042,SL,4
2020-09-22 16:00:00+00:00,2020-09-23 04:30:00+00:00,-1,7.000000000000001,1899.872544339612,1889.0454255181764,1910.384544339612,1878.848544339612,75.29983175004875,TIME,50
2020-09-23 08:15:00+00:00,2020-09-23 09:00:00+00:00,-1,8.0,1876.5327640967912,1886.0937640967911,1886.0937640967911,1857.4107640967914,-77.04799999999938,SL,3
2020-09-23 09:00:00+00:00,2020-09-23 10:15:00+00:00,-1,8.0,1881.4704510559825,1891.5824510559823,1891.5824510559823,1861.2464510559826,-81.45599999999882,SL,5
2020-09-23 10:45:00+00:00,2020-09-23 11:45:00+00:00,1,8.0,1892.0591393031907,1883.0001393031907,1883.0001393031907,1910.1771393031906,-73.03199999999975,SL,4
2020-09-23 11:45:00+00:00,2020-09-23 12:15:00+00:00,1,10.0,1888.8067666698134,1880.7467666698135,1880.7467666698135,1904.9267666698133,-81.29999999999946,SL,2
